Date,Close,High,Low,Open,Volume,Adj Close,SMA_10,SMA_50,EMA_10,RSI_14,MACD,BB_High,BB_Low,Daily_Return,Lag_1,Lag_2,Lag_3,Target
2018-09-07,11589.099609375,11603.0,11484.400390625,11558.25,295900,11589.099609375,11618.525,11245.633984375,11570.757101113544,58.78384566970973,-28.16642731562426,11761.713904190996,11337.746056746504,0.0045245444601755835,11536.900390625,11476.9501953125,11520.2998046875,0
2018-09-10,11438.099609375,11573.0,11427.2998046875,11570.25,286700,11438.099609375,11593.13994140625,11262.613984375,11546.63755716108,47.97921312153254,-35.85159177703058,11762.971267304069,11333.22863503968,-0.013029485041085365,11589.099609375,11536.900390625,11476.9501953125,0
2018-09-11,11287.5,11479.400390625,11274.0,11476.849609375,0,11287.5,11548.03994140625,11274.07798828125,11499.521637677248,40.06894055598749,-49.36956261558629,11779.195920329506,11302.803982014242,-0.013166488710376734,11438.099609375,11589.099609375,11536.900390625,1
2018-09-12,11369.900390625,11380.75,11250.2001953125,11340.099609375,268200,11369.900390625,11515.83994140625,11288.33,11475.954138213201,45.37553203960465,-50.85275023320169,11777.77275919219,11305.642182214058,0.0073001453488372725,11287.5,11438.099609375,11589.099609375,1
2018-09-14,11515.2001953125,11523.25,11430.5498046875,11443.5,276600,11515.2001953125,11499.67998046875,11304.63599609375,11483.089784958527,53.23828412984379,-40.58502036945863,11777.078312731886,11314.346687268113,0.012779338401883056,11369.900390625,11287.5,11438.099609375,0
2018-09-17,11377.75,11464.9501953125,11366.900390625,11464.9501953125,201400,11377.75,11469.40498046875,11316.79298828125,11463.937096784248,46.42981694916929,-41.442237421094305,11777.746705929974,11312.948313601275,-0.011936413868727347,11515.2001953125,11369.900390625,11287.5,0
2018-09-18,11278.900390625,11411.4501953125,11268.9501953125,11381.5498046875,240900,11278.900390625,11439.06005859375,11327.37599609375,11430.294059300748,42.245539806751395,-46.669564480413726,11794.071074905125,11277.438983688626,-0.008687975159851424,11377.75,11515.2001953125,11369.900390625,0
2018-09-19,11234.349609375,11332.0498046875,11210.900390625,11326.650390625,250600,11234.349609375,11410.4650390625,11336.60998046875,11394.667795677884,40.475118413865275,-50.79037297054361,11809.432289070908,11230.337730460342,-0.003949922395540484,11278.900390625,11377.75,11515.2001953125,0
2018-09-21,11143.099609375,11346.7998046875,10866.4501953125,11271.2998046875,719000,11143.099609375,11377.07998046875,11342.41396484375,11348.928125440994,37.050211959308925,-56.86609097686491,11829.977135594947,11167.012805811302,-0.00812241056873042,11234.349609375,11278.900390625,11377.75,0
2018-09-24,10967.400390625,11170.150390625,10943.599609375,11164.400390625,0,10967.400390625,11320.12998046875,11342.81697265625,11279.55944638354,31.51971120061556,-69.10835174519369,11869.083171431363,11066.371809037386,-0.015767535507102526,11143.099609375,11234.349609375,11278.900390625,1
2018-09-25,11067.4501953125,11080.599609375,10882.849609375,10969.9501953125,405000,11067.4501953125,11267.9650390625,11345.19998046875,11240.994128006987,37.26261171382661,-66.81875212351899,11878.14239222076,11008.347646841741,0.009122472156029238,10967.400390625,11143.099609375,11234.349609375,0
2018-09-26,11053.7998046875,11145.5498046875,10993.0498046875,11145.5498046875,340500,11053.7998046875,11229.53505859375,11345.81197265625,11206.958796494351,36.80905263208578,-62.64467592217946,11861.92159619354,10960.753403806459,-0.0012333817079910325,11067.4501953125,10967.400390625,11143.099609375,0
2018-09-27,10977.5498046875,11089.4501953125,10953.349609375,11079.7998046875,405700,10977.5498046875,11198.5400390625,11344.9849609375,11165.248070711286,34.29771440265266,-61.36043921896455,11835.310410112916,10911.269570355833,-0.006898080420062014,11053.7998046875,11067.4501953125,10967.400390625,0
2018-09-28,10930.4501953125,11034.099609375,10850.2998046875,11008.099609375,478100,10930.4501953125,11154.59501953125,11344.85697265625,11122.557547911507,32.80869071060866,-59.954657055781006,11811.225572554591,10859.209388382907,-0.004290539347394984,10977.5498046875,11053.7998046875,11067.4501953125,1
2018-10-01,11008.2998046875,11035.650390625,10821.5498046875,10930.900390625,387000,11008.2998046875,11103.90498046875,11344.86197265625,11101.783412779869,37.62867079286939,-50.4357699494777,11770.998317746069,10832.586643191431,0.007122269255513958,10930.4501953125,10977.5498046875,11053.7998046875,0
2018-10-03,10858.25,10989.0498046875,10843.75,10982.7001953125,386800,10858.25,11051.95498046875,11342.41796875,11057.504610456255,32.75190024610599,-50.7597965021793,11734.024755908684,10787.335205028818,-0.01363060666494631,11008.2998046875,10930.4501953125,10977.5498046875,0
2018-10-04,10599.25,10754.7001953125,10547.25,10754.7001953125,425100,10599.25,10983.98994140625,11335.2609765625,10974.1855903733,26.39336336288889,-64.0734397335383,11741.802363081988,10681.247636918011,-0.023852830796859514,10858.25,11008.2998046875,10930.4501953125,0
2018-10-05,10316.4501953125,10540.650390625,10261.900390625,10514.099609375,606400,10316.4501953125,10892.2,11321.3859765625,10854.597336725881,21.487912373654666,-86.20361147504308,11789.975571769803,10512.689467292697,-0.026681114672028716,10599.25,10858.25,11008.2998046875,1
2018-10-08,10348.0498046875,10398.349609375,10198.400390625,10310.150390625,456200,10348.0498046875,10812.69501953125,11306.65197265625,10762.497785446174,23.205433120030932,-92.43900073224103,11804.089895011575,10385.685104988426,0.003063031253653259,10316.4501953125,10599.25,10858.25,0
2018-10-09,10301.0498046875,10397.599609375,10279.349609375,10390.2998046875,430500,10301.0498046875,10746.0599609375,11289.98697265625,10678.59815258096,22.41983802309727,-93.19033511916581,11791.155224631933,10275.034716774317,-0.004541918611438267,10348.0498046875,10316.4501953125,10599.25,1
2018-10-10,10460.099609375,10482.349609375,10318.25,10331.849609375,0,10460.099609375,10685.32490234375,11276.54896484375,10638.87114472533,30.940135762288506,-77.10296717767264,11728.805487988091,10224.484453418157,0.015440154906845027,10301.0498046875,10348.0498046875,10316.4501953125,0
2018-10-11,10234.650390625,10335.9501953125,10138.599609375,10169.7998046875,483500,10234.650390625,10603.4099609375,11257.8959765625,10565.376462161634,26.49777543130419,-75.6668494046377,11703.101811409031,10129.843208122218,-0.021553257346415555,10460.099609375,10301.0498046875,10348.0498046875,1
2018-10-12,10472.5,10492.4501953125,10322.150390625,10331.5498046875,343500,10472.5,10552.90498046875,11241.778984375,10548.4898326777,36.80644759295267,-53.75002614602465,11665.680386103082,10085.764633428167,0.02323964183406524,10234.650390625,10460.099609375,10301.0498046875,1
2018-10-15,10512.5,10526.2998046875,10410.150390625,10524.2001953125,259500,10512.5,10511.1099609375,11225.63798828125,10541.9462267363,38.37184160170228,-32.64900223275043,11603.712954146684,10061.992026322065,0.003819527333492445,10472.5,10234.650390625,10460.099609375,1
2018-10-16,10584.75,10604.900390625,10525.2998046875,10550.150390625,265200,10584.75,10468.75498046875,11210.20298828125,10549.728730966062,41.204894072495286,-11.032922747374442,11496.79445542197,10075.86550551553,0.006872770511296089,10512.5,10472.5,10234.650390625,0
2018-10-17,10453.0498046875,10710.150390625,10436.4501953125,10688.7001953125,284800,10453.0498046875,10428.2349609375,11192.33998046875,10532.15074436996,37.79426432913222,-3.217645750519665,11409.773007428035,10070.416933978215,-0.012442447418455793,10584.75,10512.5,10472.5,0
2018-10-19,10303.5498046875,10380.099609375,10249.599609375,10339.7001953125,357500,10303.5498046875,10398.66494140625,11173.51697265625,10490.586937154967,34.321382517903075,-5.590742407842754,11338.635455804133,10044.019427008368,-0.014302046081609565,10453.0498046875,10584.75,10512.5,0
2018-10-22,10245.25,10408.5498046875,10224.0,10405.849609375,297300,10245.25,10391.544921875,11151.2059765625,10445.98022130861,33.04613250107977,-8.392386804474143,11266.409799209829,10017.335122665172,-0.0056582251546914986,10303.5498046875,10453.0498046875,10584.75,0
2018-10-23,10146.7998046875,10222.099609375,10102.349609375,10152.599609375,302600,10146.7998046875,10371.419921875,11126.39998046875,10391.583781922953,30.954485826335414,-13.858945976911627,11207.601465893727,9976.513475512522,-0.009609350217173795,10245.25,10303.5498046875,10453.0498046875,1
2018-10-24,10224.75,10290.650390625,10126.7001953125,10278.150390625,351400,10224.75,10363.78994140625,11103.1059765625,10361.25036702787,34.4900618726154,-9.420207870493869,11164.995117700304,9944.854784643447,0.007682244334463961,10146.7998046875,10245.25,10303.5498046875,0
2018-10-25,10124.900390625,10166.599609375,10079.2998046875,10135.0498046875,0,10124.900390625,10330.27001953125,11076.603984375,10318.277644045529,32.21449360251842,-10.331004916536756,11097.50027261749,9918.09464925751,-0.009765481735494741,10224.75,10146.7998046875,10245.25,0
2018-10-26,10030.0,10128.849609375,10004.5498046875,10122.349609375,364300,10030.0,10309.80498046875,11047.78998046875,10265.863526946341,30.176639518186036,-14.207647443950691,11025.204090955189,9888.010850451063,-0.0093729702973544,10124.900390625,10224.75,10146.7998046875,1
2018-10-29,10250.849609375,10275.2998046875,10020.349609375,10078.099609375,364400,10250.849609375,10287.63994140625,11024.21697265625,10263.13372375155,39.73152139740735,0.4428049988886755,10942.012109857958,9898.532812017042,0.022018904224825553,10030.0,10124.900390625,10224.75,0
2018-10-30,10198.400390625,10285.099609375,10175.349609375,10239.400390625,289800,10198.400390625,10256.22998046875,11001.06998046875,10251.364026819449,38.38799239071962,8.495378736621547,10857.634601321026,9909.705340085226,-0.005116572845048073,10250.849609375,10030.0,10124.900390625,1
2018-10-31,10386.599609375,10396.0,10105.099609375,10209.5498046875,375000,10386.599609375,10236.41494140625,10980.09998046875,10275.95231455682,45.508400468061154,27.328659098608767,10730.403158493053,9974.766763381947,0.01845379780568379,10198.400390625,10250.849609375,10030.0,0
2018-11-01,10380.4501953125,10441.900390625,10341.900390625,10441.7001953125,348500,10380.4501953125,10229.15498046875,10960.00798828125,10294.95192923967,45.32408187657707,39.46664258423169,10627.826265926262,10029.563675479989,-0.0005920526730374132,10386.599609375,10198.400390625,10250.849609375,1
2018-11-02,10553.0,10606.9501953125,10457.7001953125,10462.2998046875,421200,10553.0,10254.1,10941.65298828125,10341.869760287002,51.28613178833149,58.086064750755185,10617.725371105518,10035.039570300733,0.01662257430466929,10380.4501953125,10386.599609375,10198.400390625,0
2018-11-05,10524.0,10558.7998046875,10477.0,10558.75,301900,10524.0,10281.975,10921.09798828125,10374.984349325729,50.293519246556414,66.79703866980051,10640.471541155992,10033.048380719007,-0.0027480337344830685,10553.0,10380.4501953125,10386.599609375,1
2018-11-06,10530.0,10600.25,10491.4501953125,10552.0,0,10530.0,10320.29501953125,10900.27998046875,10403.169013084686,50.506952432258416,70.92231980966665,10661.059811506722,10030.65512989953,0.0005701254275940482,10524.0,10553.0,10380.4501953125,1
2018-11-07,10598.400390625,10616.4501953125,10582.2998046875,10614.4501953125,31200,10598.400390625,10357.66005859375,10880.59298828125,10438.665627182925,52.98536723233618,75.7777243391586,10693.624957693408,10027.825042306593,0.006495763592117676,10530.0,10524.0,10553.0,0
2018-11-09,10585.2001953125,10619.5498046875,10544.849609375,10614.7001953125,296600,10585.2001953125,10403.6900390625,10861.155,10465.308275933756,52.43961471449003,75.45595621310736,10711.608293272255,10022.351765321497,-0.0012454893970770264,10598.400390625,10530.0,10524.0,0
2018-11-12,10482.2001953125,10645.5,10464.0498046875,10607.7998046875,259700,10482.2001953125,10448.91005859375,10836.96,10468.379534002619,48.26236931947308,66.00331104810776,10721.861157394855,10036.853881667645,-0.009730567027500525,10585.2001953125,10598.400390625,10530.0,1
2018-11-13,10582.5,10596.25,10440.5498046875,10451.900390625,254600,10582.5,10482.07509765625,10813.84,10489.128709638506,52.25115679312343,64.14681602165265,10736.57617284726,10033.138866215239,0.009568583199961456,10482.2001953125,10585.2001953125,10598.400390625,0
2018-11-14,10576.2998046875,10651.599609375,10532.7001953125,10634.900390625,384500,10576.2998046875,10519.8650390625,10791.52798828125,10504.977999647412,51.98434996175956,60.20597651129131,10745.45038620169,10030.64463332956,-0.0005858913595558901,10582.5,10482.2001953125,10585.2001953125,1
2018-11-15,10616.7001953125,10646.5,10557.5,10580.599609375,0,10616.7001953125,10542.87509765625,10770.32599609375,10525.291126131971,53.645311513438536,58.00201450612042,10750.816231179751,10028.473807882749,0.0038198983927342223,10576.2998046875,10582.5,10482.2001953125,1
2018-11-16,10682.2001953125,10695.150390625,10631.150390625,10644.0,342800,10682.2001953125,10573.05009765625,10750.36,10553.820047801159,56.28554453611108,58.47182911186947,10783.507060384552,10018.698017740448,0.006169525256907837,10616.7001953125,10576.2998046875,10582.5,1
2018-11-19,10763.400390625,10774.7001953125,10688.7998046875,10731.25,272100,10763.400390625,10594.09013671875,10733.981015625,10591.92556467822,59.37473877085183,61.46156729985938,10834.5426676534,10013.647469065349,0.0076014485618920435,10682.2001953125,10616.7001953125,10576.2998046875,0
2018-11-20,10656.2001953125,10740.849609375,10640.849609375,10740.099609375,295200,10656.2001953125,10607.31015625,10716.6990234375,10603.611861157178,53.953903617396485,53.710661617748386,10858.352473380415,10030.932682869585,-0.009959695953136949,10763.400390625,10682.2001953125,10616.7001953125,0
2018-11-21,10600.0498046875,10671.2998046875,10562.349609375,10670.9501953125,300900,10600.0498046875,10614.31513671875,10699.161015625,10602.964214526326,51.311373085257095,42.76950553345556,10862.513554100691,10072.09660214931,-0.00526926949530282,10656.2001953125,10763.400390625,10682.2001953125,0
2018-11-22,10526.75,10646.25,10512.0,10612.650390625,239500,10526.75,10607.15009765625,10678.9580078125,10589.107084612448,48.005950900143475,29.21039988803558,10862.165326236263,10102.644830013738,-0.006915043423200262,10600.0498046875,10656.2001953125,10763.400390625,1
2018-11-26,10628.599609375,10637.7998046875,10489.75,10568.2998046875,0,10628.599609375,10611.4900390625,10659.7480078125,10596.287543660184,52.5772656620564,25.832254913604913,10854.567509357648,10160.61256876735,0.009675313783931383,10526.75,10600.0498046875,10656.2001953125,1
2018-11-27,10685.599609375,10695.150390625,10596.349609375,10621.4501953125,0,10685.599609375,10631.82998046875,10644.6980078125,10612.526101062876,54.96370454788484,26.091352563722694,10817.523927597724,10263.216111464777,0.0053628890065369195,10628.599609375,10526.75,10600.0498046875,1
2018-11-28,10728.849609375,10757.7998046875,10699.849609375,10708.75,424500,10728.849609375,10646.46494140625,10633.525,10633.675829846898,56.742480610344785,27.67966075112654,10818.965811280237,10309.574227782263,0.004047503329813518,10685.599609375,10628.599609375,10526.75,1
2018-11-29,10858.7001953125,10883.0498046875,10782.349609375,10808.7001953125,691300,10858.7001953125,10674.70498046875,10623.30099609375,10674.589350840643,61.64103548132127,35.48139014637607,10823.284338580683,10371.285680950567,0.012102936537020215,10728.849609375,10685.599609375,10628.599609375,1
2018-11-30,10876.75,10922.4501953125,10835.099609375,10892.099609375,453900,10876.75,10700.7099609375,10610.5319921875,10711.34583250598,62.28045528763007,39.552858096430484,10857.197905480909,10386.387153112842,0.001662243580064171,10858.7001953125,10728.849609375,10685.599609375,1
2018-12-03,10883.75,10941.2001953125,10845.349609375,10930.7001953125,409700,10883.75,10720.86494140625,10600.6519921875,10742.69204477762,62.5412404138967,40.27751567696208,10881.388112797556,10412.526926264944,0.000643574597191332,10876.75,10858.7001953125,10728.849609375,0
2018-12-04,10869.5,10890.9501953125,10833.349609375,10877.099609375,322100,10869.5,10731.47490234375,10592.463984375,10765.748036636234,61.60744638724772,37.418543646905114,10911.972022894728,10413.593016167773,-0.0013092913747559942,10883.75,10876.75,10858.7001953125,0
2018-12-05,10782.900390625,10821.0498046875,10747.9501953125,10820.4501953125,312300,10782.900390625,10744.144921875,10583.435,10768.866646452372,56.12324807936187,27.76082656301729,10921.610961662742,10429.844116462258,-0.007967211865771207,10869.5,10883.75,10876.75,0
2018-12-06,10601.150390625,10722.650390625,10588.25,10718.150390625,318500,10601.150390625,10744.25498046875,10572.596015625,10738.372781756487,46.72273839554124,8.212513100926557,10918.60300780425,10439.967109383251,-0.01685539079615528,10782.900390625,10869.5,10883.75,1
2018-12-07,10693.7001953125,10704.5498046875,10599.349609375,10644.7998046875,325800,10693.7001953125,10760.95,10567.12201171875,10730.250493312124,51.20474002702743,0.9761750776302307,10920.514324390895,10447.585773265355,0.008730166187373989,10601.150390625,10782.900390625,10869.5,0
2018-12-10,10488.4501953125,10558.849609375,10474.9501953125,10508.7001953125,381300,10488.4501953125,10746.93505859375,10555.54201171875,10686.286802766735,42.63793929106903,-17.171027187544986,10927.243494122216,10431.181603534034,-0.019193543511718203,10693.7001953125,10601.150390625,10782.900390625,1
2018-12-11,10549.150390625,10567.150390625,10333.849609375,10350.0498046875,425500,10549.150390625,10733.29013671875,10545.4490234375,10661.352909650055,45.539817607664425,-24.194185050393237,10921.505629903817,10443.614487283683,0.005787336945131116,10488.4501953125,10693.7001953125,10601.150390625,1
2018-12-12,10737.599609375,10752.2001953125,10560.7998046875,10591.0,360500,10737.599609375,10734.16513671875,10540.65001953125,10675.21594596368,53.41855065932192,-15.669054177547252,10925.810038001531,10454.820040123468,0.01786392380162427,10549.150390625,10488.4501953125,10693.7001953125,1
2018-12-13,10791.5498046875,10838.599609375,10749.5,10810.75,376200,10791.5498046875,10727.45009765625,10537.87201171875,10696.367556640738,55.4074945507968,-6.3931591105875185,10934.41071227327,10467.744365851731,0.005024418610784842,10737.599609375,10549.150390625,10488.4501953125,1
2018-12-14,10805.4501953125,10815.75,10752.099609375,10784.5,340100,10805.4501953125,10720.3201171875,10533.81501953125,10716.200763671966,55.929620160355334,0.3257289927314204,10944.700707160448,10476.329370964553,0.001288081033454791,10791.5498046875,10737.599609375,10549.150390625,1
2018-12-17,10888.349609375,10900.349609375,10844.849609375,10853.2001953125,296900,10888.349609375,10720.780078125,10534.41701171875,10747.50055379979,59.011952688962204,9.492333531101728,10966.957903680493,10474.687115850757,0.007672000015183311,10805.4501953125,10791.5498046875,10737.599609375,1
2018-12-18,10908.7001953125,10915.400390625,10819.099609375,10850.900390625,286100,10908.7001953125,10724.70009765625,10540.606015625,10776.809579529372,59.75607305031763,15.69923572012803,10987.063447846127,10469.111552153872,0.0018690239262686426,10888.349609375,10805.4501953125,10791.5498046875,1
2018-12-19,10967.2998046875,10985.150390625,10928.0,10930.5498046875,312100,10967.2998046875,10743.1400390625,10553.6230078125,10811.44416592176,61.900950984185705,22.13085933163609,11020.249892374146,10467.035068563355,0.005371823253533137,10908.7001953125,10888.349609375,10805.4501953125,0
2018-12-20,10951.7001953125,10962.5498046875,10880.0498046875,10885.2001953125,318900,10951.7001953125,10778.19501953125,10565.696015625,10836.94526217462,60.9693763222067,23.580516136957797,11043.729710725911,10478.72028927409,-0.001422374664029169,10967.2998046875,10908.7001953125,10888.349609375,0
2018-12-21,10754.0,10963.650390625,10738.650390625,10944.25,377500,10754.0,10784.225,10574.75501953125,10821.864305415598,50.580243066239404,10.156600519233834,11033.944001654982,10511.230998345018,-0.018052009440243655,10951.7001953125,10967.2998046875,10908.7001953125,0
2018-12-24,10663.5,10782.2998046875,10649.25,10780.900390625,223400,10663.5,10801.72998046875,10578.82302734375,10793.070795340034,46.6606205918976,-5.067961227032825,11032.263817722445,10516.401221340055,-0.008415473312255894,10754.0,10951.7001953125,10967.2998046875,1
2018-12-26,10729.849609375,10747.5,10534.5498046875,10635.4501953125,263700,10729.849609375,10819.79990234375,10588.72701171875,10781.576034255482,49.73597428374043,-10.60170984841863,11032.142386403111,10520.947652659388,0.006222123071693231,10663.5,10754.0,10951.7001953125,1
2018-12-27,10779.7998046875,10834.2001953125,10764.4501953125,10817.900390625,456100,10779.7998046875,10824.019921875,10594.8730078125,10781.25308342494,51.98061684157057,-10.79376515075537,11033.75152290027,10524.43353569348,0.004655255863871277,10729.849609375,10663.5,10754.0,1
2018-12-28,10859.900390625,10893.599609375,10817.150390625,10820.9501953125,245500,10859.900390625,10830.85498046875,10601.821015625,10795.55259382495,55.41876953581352,-5.678954043196356,11033.887096221908,10524.41798190309,0.007430619064249022,10779.7998046875,10729.849609375,10663.5,1
2018-12-31,10862.5498046875,10923.5498046875,10853.2001953125,10913.2001953125,180900,10862.5498046875,10836.56494140625,10607.37701171875,10807.733904890869,55.53218003181318,-2.4358380950870355,11032.162150261014,10524.722908332737,0.00024396301689710853,10859.900390625,10779.7998046875,10729.849609375,0
2019-01-02,10792.5,10895.349609375,10735.0498046875,10868.849609375,309700,10792.5,10826.97998046875,10614.166015625,10804.96410400162,51.781438923616655,-5.16981644340845,11023.102761519525,10524.657297074225,-0.006448744166611009,10862.5498046875,10859.900390625,10779.7998046875,0
2019-01-03,10672.25,10814.0498046875,10661.25,10796.7998046875,286200,10672.25,10803.3349609375,10621.54001953125,10780.834266910417,46.03353463190755,-14.698678169086023,11012.935169176104,10515.099889417645,-0.011141996757007222,10792.5,10862.5498046875,10859.900390625,1
2019-01-04,10727.349609375,10741.0498046875,10628.650390625,10699.7001953125,296600,10727.349609375,10779.33994140625,10631.18201171875,10771.109783722159,48.83604752103932,-16.763018797129433,11010.49232689336,10511.98765357539,0.0051628859308019415,10672.25,10792.5,10862.5498046875,1
2019-01-07,10771.7998046875,10835.9501953125,10750.150390625,10804.849609375,269400,10771.7998046875,10761.34990234375,10643.68201171875,10771.235242079494,51.04472827585967,-14.681940481943798,11007.957433302265,10531.587488572735,0.004143632577580325,10727.349609375,10672.25,10792.5,1
2019-01-08,10802.150390625,10818.4501953125,10733.25,10786.25,277700,10802.150390625,10766.16494140625,10655.23001953125,10776.856178178676,52.55090147500724,-10.97802846619916,11011.132959925877,10539.256981480374,0.0028175965472634346,10771.7998046875,10727.349609375,10672.25,1
2019-01-09,10855.150390625,10870.400390625,10749.400390625,10862.400390625,333000,10855.150390625,10785.32998046875,10669.83501953125,10791.091489532553,55.146091797799244,-4.980667074937013,10991.408996582803,10595.650964354696,0.004906430486840696,10802.150390625,10771.7998046875,10727.349609375,0
2019-01-10,10821.599609375,10859.349609375,10801.7998046875,10859.349609375,254400,10821.599609375,10794.50498046875,10685.66701171875,10796.638420412999,53.16379502728974,-3.3723243541173886,10970.330636264622,10643.974246547878,-0.0030907707440862575,10855.150390625,10802.150390625,10771.7998046875,0
2019-01-11,10794.9501953125,10850.150390625,10739.400390625,10834.75,260800,10794.9501953125,10796.02001953125,10696.5490234375,10796.331470394727,51.57785442890109,-4.151130149189164,10970.196411084962,10649.843530321286,-0.0024626132017869784,10821.599609375,10855.150390625,10802.150390625,0
2019-01-14,10737.599609375,10808.0,10692.349609375,10807.0,298800,10737.599609375,10783.78994140625,10707.3330078125,10785.652950209322,48.242545723694434,-8.33514390080455,10970.442349847784,10644.202572027214,-0.005312723532749919,10794.9501953125,10821.599609375,10855.150390625,1
2019-01-15,10886.7998046875,10896.9501953125,10777.5498046875,10777.5498046875,310700,10886.7998046875,10786.21494140625,10717.33701171875,10804.043287387172,56.181239795717204,-1.2335573170616492,10978.136902778404,10644.642980034097,0.013895116296032572,10737.599609375,10794.9501953125,10821.599609375,1
2019-01-16,10890.2998046875,10928.150390625,10876.900390625,10899.650390625,276500,10890.2998046875,10795.994921875,10727.53400390625,10819.726290532686,56.35037732759676,3.2739134589650725,10978.416496877138,10644.558405466612,0.0003214902508350548,10886.7998046875,10737.599609375,10794.9501953125,1
2019-01-17,10905.2001953125,10930.650390625,10844.650390625,10920.849609375,271700,10905.2001953125,10819.28994140625,10734.5780078125,10835.267000492651,57.10940269487304,6.639238022046946,10977.840334597662,10644.784567746086,0.001368225934293088,10890.2998046875,10886.7998046875,10737.599609375,1
2019-01-18,10906.9501953125,10928.2001953125,10852.2001953125,10914.849609375,323800,10906.9501953125,10837.25,10742.23701171875,10848.300308641714,57.20352852908673,8.2579122169621,10965.323693980925,10651.266247425327,0.0001604738994844812,10905.2001953125,10890.2998046875,10886.7998046875,1
2019-01-21,10961.849609375,10987.4501953125,10885.75,10919.349609375,288800,10961.849609375,10856.25498046875,10750.87400390625,10868.945636047765,60.15750869131662,12.070016209722468,10967.73570900833,10649.869173804169,0.0050334340103701525,10906.9501953125,10905.2001953125,10890.2998046875,0
2019-01-22,10922.75,10949.7998046875,10864.150390625,10949.7998046875,300800,10922.75,10868.31494140625,10757.36099609375,10878.728247675444,57.132859805366195,11.030774630091514,10981.468945028484,10653.010937784014,-0.0035668806605010372,10961.849609375,10906.9501953125,10905.2001953125,0
